dimension,n_physical,physical_hilbert_dimension,fill_ratio,delay_dt,dt_ns,backend_name,fidelity,leakage,in_subspace_fidelity,shots,state_family,correction_mode,simulation_lane
2,2,4,0.5,0,0.0,ibm_fez,0.9153260710547272,0.0569715977862183,0.970624075484871,256,haar,dynamic,ibm_runtime
