n_physical,delay_dt,dt_ns,source_simulation_lanes,contains_theory_baseline,contains_explicit_theory_mixing,d2|fill_ratio,d2|metric|fidelity,d2|metric|leakage,d2|metric|in_subspace_fidelity,d3|fill_ratio,d3|metric|fidelity,d3|metric|leakage,d3|metric|in_subspace_fidelity,d4|fill_ratio,d4|metric|fidelity,d4|metric|leakage,d4|metric|in_subspace_fidelity,delta|d4-d2|metric|fidelity,delta|d4-d2|metric|leakage,delta|d4-d2|metric|in_subspace_fidelity,delta|d4-d3|metric|fidelity,delta|d4-d3|metric|leakage,delta|d4-d3|metric|in_subspace_fidelity
2,0,0.0,ibm_runtime,False,False,0.5,0.9153260710547272,0.0569715977862183,0.970624075484871,0.75,0.8509918257953751,0.023813367037580635,0.871751156039581,1.0,0.8709238082262497,0.0,0.870923808226249,-0.04440226282847748,-0.0569715977862183,-0.09970026725862191,0.019931982430874573,-0.023813367037580635,-0.0008273478133319356
