dimension,n_physical,physical_hilbert_dimension,fill_ratio,delay_dt,dt_ns,backend_name,shots,state_family,correction_mode,simulation_lane,probe_ensemble_size,fidelity,leakage,in_subspace_fidelity,avg_probe_fidelity,avg_probe_leakage,avg_probe_in_subspace_fidelity,process_fidelity,average_gate_fidelity,observed_fidelity,observed_leakage,observed_in_subspace_fidelity,observed_avg_probe_fidelity,observed_avg_probe_leakage,observed_avg_probe_in_subspace_fidelity,confidence_level,bootstrap_samples,avg_probe_fidelity_bootstrap_mean,avg_probe_leakage_bootstrap_mean,avg_probe_in_subspace_fidelity_bootstrap_mean,avg_probe_fidelity_ci_low,avg_probe_fidelity_ci_high,avg_probe_leakage_ci_low,avg_probe_leakage_ci_high,avg_probe_in_subspace_fidelity_ci_low,avg_probe_in_subspace_fidelity_ci_high,fidelity_ci_low,fidelity_ci_high,leakage_ci_low,leakage_ci_high,in_subspace_fidelity_ci_low,in_subspace_fidelity_ci_high,observed_process_fidelity,observed_average_gate_fidelity,process_fidelity_bootstrap_mean,average_gate_fidelity_bootstrap_mean,process_fidelity_ci_low,process_fidelity_ci_high,average_gate_fidelity_ci_low,average_gate_fidelity_ci_high
4,2,4,1.0,0,0.0,ibm_fez,256,process_tomography_probe,dynamic,ibm_runtime_process_tomography,16.0,0.8519969472632831,1.3433698597964394e-16,0.8519969472632828,0.8519969472632831,1.3433698597964394e-16,0.8519969472632828,0.627742944635395,0.7021943557083161,0.8639071291552325,8.326672684688674e-17,0.8639071291552323,0.8639071291552325,8.326672684688674e-17,0.8639071291552323,0.95,100,0.8519969472632831,1.3433698597964394e-16,0.8519969472632828,0.8433845102701661,0.8610721808237174,4.163336342344337e-17,2.6072893843931393e-16,0.8433845102701659,0.861072180823717,0.8433845102701661,0.8610721808237174,4.163336342344337e-17,2.6072893843931393e-16,0.8433845102701659,0.861072180823717,0.6751740373654527,0.7401392298923621,0.627742944635395,0.7021943557083161,0.60588093275394,0.6535384055647165,0.6847047462031519,0.7228307244517732
4,2,4,1.0,64,256.0,ibm_fez,256,process_tomography_probe,dynamic,ibm_runtime_process_tomography,16.0,0.7652948035139531,1.4807599590938025e-16,0.765294803513953,0.7652948035139531,1.4807599590938025e-16,0.765294803513953,0.4938993085727349,0.595119446858188,0.7731405283383712,1.249000902703301e-16,0.773140528338371,0.7731405283383712,1.249000902703301e-16,0.773140528338371,0.95,100,0.7652948035139531,1.4807599590938025e-16,0.765294803513953,0.7554900814435519,0.775248117328633,4.85722573273506e-17,2.746067262471284e-16,0.7554900814435518,0.7752481173286326,0.7554900814435519,0.775248117328633,4.85722573273506e-17,2.746067262471284e-16,0.7554900814435518,0.7752481173286326,0.5364625177117294,0.6291700141693835,0.4938993085727349,0.595119446858188,0.4667845978233834,0.5140004784231255,0.5734276782587068,0.6112003827385004
4,2,4,1.0,128,512.0,ibm_fez,256,process_tomography_probe,dynamic,ibm_runtime_process_tomography,16.0,0.7650855824060983,1.6771306565743772e-16,0.765085582406098,0.7650855824060983,1.6771306565743772e-16,0.765085582406098,0.5052621495193103,0.6042097196154481,0.77201419120532,2.42861286636753e-16,0.7720141912053198,0.77201419120532,2.42861286636753e-16,0.7720141912053198,0.95,100,0.7650855824060983,1.6771306565743772e-16,0.765085582406098,0.7539171879829683,0.774799319046477,5.551115123125783e-17,3.158931449753765e-16,0.7539171879829678,0.7747993190464771,0.7539171879829683,0.774799319046477,5.551115123125783e-17,3.158931449753765e-16,0.7539171879829678,0.7747993190464771,0.5452663714729598,0.6362130971783678,0.5052621495193103,0.6042097196154481,0.48422672660829186,0.5293974712353944,0.5873813812866335,0.6235179769883156
