n_physical,delay_dt,dt_ns,source_simulation_lanes,contains_theory_baseline,contains_explicit_theory_mixing,d2|fill_ratio,d2|metric|fidelity,d2|metric_ci|fidelity|low,d2|metric_ci|fidelity|high,d2|metric|leakage,d2|metric_ci|leakage|low,d2|metric_ci|leakage|high,d2|metric|in_subspace_fidelity,d2|metric_ci|in_subspace_fidelity|low,d2|metric_ci|in_subspace_fidelity|high,d3|fill_ratio,d3|metric|fidelity,d3|metric_ci|fidelity|low,d3|metric_ci|fidelity|high,d3|metric|leakage,d3|metric_ci|leakage|low,d3|metric_ci|leakage|high,d3|metric|in_subspace_fidelity,d3|metric_ci|in_subspace_fidelity|low,d3|metric_ci|in_subspace_fidelity|high,d4|fill_ratio,d4|metric|fidelity,d4|metric_ci|fidelity|low,d4|metric_ci|fidelity|high,d4|metric|leakage,d4|metric_ci|leakage|low,d4|metric_ci|leakage|high,d4|metric|in_subspace_fidelity,d4|metric_ci|in_subspace_fidelity|low,d4|metric_ci|in_subspace_fidelity|high,delta|d4-d2|metric|fidelity,significant|d4-d2|metric|fidelity,delta|d4-d2|metric|leakage,significant|d4-d2|metric|leakage,delta|d4-d2|metric|in_subspace_fidelity,significant|d4-d2|metric|in_subspace_fidelity,delta|d4-d3|metric|fidelity,significant|d4-d3|metric|fidelity,delta|d4-d3|metric|leakage,significant|d4-d3|metric|leakage,delta|d4-d3|metric|in_subspace_fidelity,significant|d4-d3|metric|in_subspace_fidelity
2,0,0.0,ibm_runtime,False,False,0.5,0.8863992091647276,0.8663034547493668,0.9048538699871789,0.06577328071622632,0.051937830263441634,0.07910219270869863,0.9488001621967596,0.9357921713236508,0.9629158103225618,0.75,0.8696904380873778,0.8494568690790738,0.8827356550051318,0.03472995151474265,0.024844678829687373,0.04363810862387699,0.9009105761246881,0.885373028092101,0.9160717401133974,1.0,0.8688478874281762,0.8532266866656439,0.8831409761585028,1.1679546219056647e-16,0.0,3.2251978865360776e-16,0.8688478874281761,0.8532266866656439,0.8831409761585027,-0.017551321736551384,False,-0.0657732807162262,True,-0.07995227476858346,True,-0.0008425506592015797,False,-0.034729951514742535,True,-0.032062688696511965,True
2,64,256.0,ibm_runtime,False,False,0.5,0.8367358080424444,0.8167346595409348,0.8569712513261316,0.0576804734408354,0.04690586796891261,0.06769393120202023,0.8863895233493444,0.8685400911988461,0.9083410155834469,0.75,0.8281329928502394,0.8109603568040428,0.8479267494561527,0.030717180971743266,0.023948536438362394,0.037721975098045916,0.8545193885287796,0.8367906091080101,0.872470781247664,1.0,0.8345967149659259,0.8178697016089607,0.8492614956948514,1.4677148385544568e-16,0.0,3.9968028886505636e-16,0.8345967149659259,0.8178697016089607,0.8492614956948512,-0.0021390930765184946,False,-0.05768047344083525,True,-0.05179280838341849,True,0.0064637221156864655,False,-0.03071718097174312,True,-0.01992267356285371,False
2,128,512.0,ibm_runtime,False,False,0.5,0.8220268259320833,0.803188385068433,0.8481470782126506,0.06411073637534412,0.04953178973317786,0.08154946529418979,0.8785827398108443,0.8580811864233061,0.8998497835318262,0.75,0.8097246608799531,0.7873694868979544,0.8295108133039194,0.04419458965410955,0.03355087638827353,0.05576930455414755,0.8485096270980407,0.8323008554918601,0.8650720830554082,1.0,0.8528998125185843,0.8392847104482012,0.8671788168399766,1.438849039914203e-16,0.0,3.6692870963861406e-16,0.8528998125185843,0.8392847104482011,0.8671788168399763,0.03087298658650095,False,-0.06411073637534398,True,-0.02568292729226007,False,0.04317515163863117,True,-0.044194589654109405,True,0.004390185420543591,False
