dimension,n_physical,physical_hilbert_dimension,fill_ratio,delay_dt,dt_ns,backend_name,shots,state_family,correction_mode,simulation_lane,noise_model,probe_ensemble_size,fidelity,leakage,in_subspace_fidelity,avg_probe_fidelity,avg_probe_leakage,avg_probe_in_subspace_fidelity,process_fidelity,average_gate_fidelity,observed_fidelity,observed_leakage,observed_in_subspace_fidelity,confidence_level,bootstrap_samples,avg_probe_fidelity_bootstrap_mean,avg_probe_leakage_bootstrap_mean,avg_probe_in_subspace_fidelity_bootstrap_mean,avg_probe_fidelity_ci_low,avg_probe_fidelity_ci_high,avg_probe_leakage_ci_low,avg_probe_leakage_ci_high,avg_probe_in_subspace_fidelity_ci_low,avg_probe_in_subspace_fidelity_ci_high,fidelity_ci_low,fidelity_ci_high,leakage_ci_low,leakage_ci_high,in_subspace_fidelity_ci_low,in_subspace_fidelity_ci_high,observed_process_fidelity,observed_average_gate_fidelity,process_fidelity_bootstrap_mean,average_gate_fidelity_bootstrap_mean,process_fidelity_ci_low,process_fidelity_ci_high,average_gate_fidelity_ci_low,average_gate_fidelity_ci_high
2,2,4,0.5,0,0.0,aer_simulator,8192,process_tomography_probe,dynamic,aer_process_tomography,custom,4,0.9501618050572678,0.02006446788805797,0.9696058928727165,0.9501618050572678,0.02006446788805797,0.9696058928727165,0.9454506894532545,0.9636337929688363,0.950439453125,0.019805908203125056,0.9696345870529062,0.95,200,0.9501618050572678,0.02006446788805797,0.9696058928727165,0.9480415344238283,0.9522726489731159,0.01857534407891623,0.02139892578125009,0.9677183683677861,0.9715650967395159,0.9480415344238283,0.9522726489731159,0.01857534407891623,0.02139892578125009,0.9677183683677861,0.9715650967395159,0.9460029143696349,0.9640019429130899,0.9454506894532545,0.9636337929688363,0.9373078724165662,0.9512423279088384,0.9582052482777108,0.967494885272559
2,2,4,0.5,2048,455.1111111111111,aer_simulator,8192,process_tomography_probe,dynamic,aer_process_tomography,custom,4,0.9422092346668204,0.023449677764785612,0.9648166252672732,0.9422092346668204,0.023449677764785612,0.9648166252672732,0.9419018519425955,0.9612679012950636,0.9427729665491931,0.02291174923925532,0.9648657385608966,0.95,200,0.9422092346668204,0.023449677764785612,0.9648166252672732,0.9397362249527544,0.9446462937380274,0.02181977100478936,0.025262474355914232,0.9628678701820389,0.9669004375809542,0.9397362249527544,0.9446462937380274,0.02181977100478936,0.025262474355914232,0.9628678701820389,0.9669004375809542,0.942304103802765,0.9615360692018434,0.9419018519425955,0.9612679012950636,0.9334682277180963,0.9485493614713043,0.9556454851453975,0.9656995743142028
2,2,4,0.5,4096,910.2222222222222,aer_simulator,8192,process_tomography_probe,dynamic,aer_process_tomography,custom,4,0.932981418517372,0.027432243083542137,0.9592801254896071,0.932981418517372,0.027432243083542137,0.9592801254896071,0.9322056969831501,0.9548037979887667,0.9333194666108129,0.02710295664267498,0.9593041980290139,0.95,200,0.932981418517372,0.027432243083542137,0.9592801254896071,0.9300288721142007,0.9354908754172457,0.025754864794856402,0.02922872369131724,0.956831268919076,0.9617013385025139,0.9300288721142007,0.9354908754172457,0.025754864794856402,0.02922872369131724,0.956831268919076,0.9617013385025139,0.9323000892950097,0.9548667261966731,0.9322056969831501,0.9548037979887667,0.9252650116754013,0.9392119234114477,0.9501766744502675,0.9594746156076319
2,2,4,0.5,8192,1820.4444444444443,aer_simulator,8192,process_tomography_probe,dynamic,aer_process_tomography,custom,4,0.9197445233605589,0.0340358668579666,0.9521370079387281,0.9197445233605589,0.0340358668579666,0.9521370079387281,0.920996942577687,0.9473312950517914,0.9199763537631597,0.03373241472871938,0.9520808023520261,0.95,200,0.9197445233605589,0.0340358668579666,0.9521370079387281,0.9167269755680528,0.9224876008505255,0.03210233746115919,0.03585924333766054,0.9495773898253463,0.9547503676190839,0.9167269755680528,0.9224876008505255,0.03210233746115919,0.03585924333766054,0.9495773898253463,0.9547503676190839,0.9211005706514197,0.9474003804342798,0.920996942577687,0.9473312950517914,0.9144607901400458,0.9280950606765731,0.9429738600933639,0.9520633737843822
